Sample	command
COPE-0660.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0660.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0660.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0660.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0660.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0660.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0660.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0660.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0660.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0660.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0661.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0661.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0661.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0661.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0661.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0661.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0661.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0661.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0661.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0661.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0662.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0662.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0662.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0662.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0662.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0662.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0662.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0662.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0662.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0662.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0663.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0663.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0663.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0663.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0663.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0663.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0663.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0663.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0663.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0663.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0664.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0664.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0664.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0664.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0664.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0664.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0664.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0664.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0664.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0664.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0665.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0665.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0665.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0665.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0665.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0665.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0665.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0665.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0665.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0665.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0666.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0666.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0666.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0666.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0666.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0666.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0666.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0666.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0666.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0666.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0667.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0667.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0667.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0667.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0667.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0667.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0667.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0667.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0667.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0667.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0668.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0668.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0668.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0668.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0668.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0668.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0668.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0668.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0668.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0668.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0669.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0669.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0669.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0669.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0669.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0669.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0669.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0669.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0669.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0669.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0670.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0670.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0670.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0670.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0670.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0670.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0670.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0670.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0670.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0670.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0671.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0671.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0671.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0671.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0671.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0671.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0671.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0671.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0671.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0671.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0672.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0672.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0672.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0672.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0672.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0672.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0672.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0672.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0672.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0672.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0673.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0673.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0673.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0673.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0673.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0673.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0673.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0673.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0673.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0673.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0674.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0674.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0674.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0674.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0674.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0674.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0674.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0674.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0674.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0674.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0675.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0675.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0675.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0675.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0675.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0675.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0675.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0675.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0675.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0675.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0676.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0676.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0676.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0676.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0676.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0676.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0676.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0676.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0676.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0676.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0677.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0677.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0677.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0677.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0677.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0677.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0677.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0677.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0677.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0677.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0678.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0678.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0678.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0678.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0678.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0678.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0678.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0678.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0678.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0678.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0679.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0679.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0679.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0679.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0679.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0679.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0679.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0679.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0679.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0679.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0680.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0680.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0680.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0680.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0680.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0680.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0680.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0680.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0680.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0680.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0681.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0681.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0681.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0681.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0681.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0681.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0681.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0681.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0681.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0681.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0682.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0682.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0682.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0682.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0682.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0682.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0682.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0682.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0682.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0682.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0683.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0683.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0683.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0683.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0683.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0683.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0683.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0683.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0683.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0683.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0684.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0684.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0684.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0684.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0684.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0684.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0684.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0684.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0684.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0684.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0685.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0685.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0685.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0685.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0685.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0685.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0685.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0685.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0685.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0685.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0686.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0686.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0686.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0686.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0686.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0686.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0686.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0686.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0686.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0686.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
